autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc
117021,371,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/2/08,11:35,9,9,FALSE,FALSE,,,TStripling,85.4,84.3,1,0,1.08,1.08,1,2,,1,1,,,,Good,Good,9.19,Good,161,U,8090018,9/3/08,13:20,E84167,U,8090018,9/3/08,13:20,,,,
117321,372,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/8/08,11:45,9,9,FALSE,FALSE,,,TStripling,90.7,84.9,1,0,0,0.02,1,2,,1,3,,,,Good,Good,9,Good,161,U,8090241,9/8/08,13:20,E84167,U,8090241,9/8/08,13:20,,,,
117696,373,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/15/08,11:50,9,9,FALSE,FALSE,,,H. Roese,80.8,86,1,0,0,0.05,2,2,,2,3,,,,Good,Good,9,Good,161,U,8090472,10/15/08,12:45,E84167,U,8090472,10/15/08,12:45,,,,
117888,374,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/22/08,11:40,9,9,FALSE,FALSE,,,TStripling,87.4,84.8,1,0.01,0.01,0.03,1,3,,1,3,,,,Good,Good,9,Good,161,U,8090699,9/22/08,12:50,E84167,U,8090699,9/22/08,12:50,,,,
118167,375,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/29/08,10:25,10,9,FALSE,FALSE,,,TStripling,80.2,80.5,1,0,0,0.1,2,2,,1,3,,,,Good,Good,9.19,Good,161,,8090915,9/29/08,11:45,E84167,U,8090915,9/29/08,11:45,,,,
118525,376,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/6/08,11:50,9,9,FALSE,FALSE,,,TStripling,85.2,82.1,1,0.07,0.07,0.72,1,3,,2,2,,,,Good,Good,9.19,Good,161,U,8100187,10/6/08,13:40,E84167,U,8100187,10/6/08,13:40,,,,
118777,377,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/13/08,12:10,9,9,FALSE,FALSE,,,TStripling,86.1,81.7,1,0.11,0.12,1.25,2,2,,1,2,,,,Good,Good,9.19,Good,161,U,8100405,10/13/08,13:45,E84167,U,8100405,10/13/08,13:45,,,,
119278,378,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/21/08,14:10,9,9,FALSE,FALSE,,,TStripling,86,79.2,1,0,0,0,1,3,,1,2,,,,Good,Good,9.19,Good,161,U,8100640,10/21/08,15:00,E84167,U,8100640,10/21/08,15:00,,,,
119482,379,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/27/08,12:30,9,9,FALSE,FALSE,,,TStripling,76.6,73.4,1,0,0.05,0.84,2,2,,2,2,,,,Good,Good,9.19,Good,161,U,8100783,10/27/08,13:10,E84167,U,8100783,10/27/08,13:10,,,,
119777,380,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/3/08,11:40,9,9,FALSE,FALSE,,,TStripling,76.4,70.4,1,0,0,0,1,3,,2,3,,,,Good,Good,9,Good,161,U,8110032,11/3/08,12:45,E84167,U,8110032,11/3/08,12:45,,,,
120010,381,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/10/08,11:50,9,9,FALSE,FALSE,,,TStripling,70.9,69.1,1,0,0,0,1,2,,2,2,,,,Good,Good,9,Good,161,U,8110276,11/10/08,13:30,E84167,U,8110276,11/10/08,13:30,,,,
120338,382,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/17/08,12:30,9,9,FALSE,FALSE,,,TStripling,59.7,67.6,1,0,0.29,0.29,2,3,,2,2,,,,Good,Good,9,Good,161,U,8110455,11/17/08,13:20,E84167,U,8110455,11/17/08,13:20,,,,
120669,383,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/24/08,11:35,9,9,FALSE,FALSE,,,TStripling,71.4,62.7,1,0,0,0,2,2,,2,2,,,,Good,Good,9,Good,161,U,8110668,11/24/08,12:40,E84167,U,8110668,11/24/08,12:40,,,,
121047,384,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/1/08,12:10,10,9,FALSE,FALSE, , ,TStripling,67.8,64.2,1,0.55,0.55,0.59,2,3, ,2,2,, , ,Good      ,Good      ,9.19,Good      ,161,,8120004,12/1/08,13:05,E84167,U,8120004,12/1/08,13:05,,,,
121245,385,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/8/08,12:35,9,9,FALSE,FALSE, , ,TStripling,69.9,63.3,1,0,0,0.04,1,2, ,3,3,, , ,Good      ,Good      ,9.19,Good      ,161,U,8120249,12/8/08,13:50,E84167,U,8120249,12/8/08,13:50,,,,
121757,386,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/15/08,11:20,9,9,FALSE,FALSE, , ,TStripling,69.8,64.1,1,0,0,0.84,1,3, ,1,3,, , ,Good      ,Good      ,9.19,Good      ,161,U,8120442,12/15/08,12:30,E84167,U,8120442,12/15/08,12:30,,,,
121885,387,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/22/08,12:25,9,9,FALSE,FALSE, , ,TStripling,56.1,64.5,1,0,0,0.11,2,2, ,2,2,, , ,Good      ,Good      ,9.19,Good      ,161,U,8120677,12/22/08,13:40,E84167,U,8120677,12/22/08,13:40,,,,
122145,388,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/29/08,11:50,9,10,FALSE,FALSE, , ,TStripling,76.7,69.8,1,0,0.01,0.02,2,3, ,1,3,, , ,Good      ,Good      ,9.19,Good      ,161,U,8120848,12/29/08,12:50,E84167,,8120848,12/29/08,12:50,,,,
122442,389,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/5/09,12:05,9,9,FALSE,FALSE,,,TStripling,74.1,68.2,1,0,0,0,2,3,,2,2,,,,Good,Good,9,Good,161,U,9010060,1/5/09 0:00,13:05,E84167,U,9010060,1/5/09 0:00,13:05,9,9,,
122837,390,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/12/09,11:25,9,9,FALSE,FALSE,,,TStripling,66.3,67.5,2,0,0,0.04,2,3,,2,3,,,,Good,Good,9,Good,161,U,9010337,1/12/09 0:00,13:05,E84167,U,9010337,1/12/09 0:00,13:05,9,9,,
123361,391,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/21/09,12:45,9,9,FALSE,FALSE,,,t stripling,44.7,58.1,1,0,0,0.03,2,3,,2,2,,,,Good,Good,9,Good,161,,9010644,1/21/09 0:00,13:45,E84167,,9010644,1/21/09 0:00,13:45,9,9,,
123696,392,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/26/09,12:10,9,10,FALSE,FALSE,,,T. Stripling,69.8,60.3,1,0,0,0,2,3,,1,3,,,,Good,Good,9,Good,161,,9010768,1/26/09 0:00,13:30,E84167,,9010768,1/26/09 0:00,13:30,9,9,,
123813,393,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/2/09,11:35,9,9,FALSE,FALSE,,,TStripling,63.5,60.8,2,0.13,0.13,0.13,2,3,,1,2,,,,Good,Good,9,Good,161,U,9020022,2/2/09 0:00,13:15,E84167,U,9020022,2/2/09 0:00,13:15,9,9,,
124115,394,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/9/09,11:45,10,9,FALSE,FALSE,,,Tstripling,73.1,59.4,1,0,0,0,2,3,,1,2,,,,Good,Good,9.19,Good,161,,9020258,2/9/09 0:00,13:00,E84167,U,9020258,2/9/09 0:00,13:00,9,9,,
124431,395,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/16/09,12:15,9,9,FALSE,FALSE,,,TStripling,67.7,67.1,1,0,0,0.01,2,3,,2,2,,,,Good,Good,9.19,Good,161,U,9020472,2/16/09 0:00,13:30,E84167,U,9020472,2/16/09 0:00,13:30,9,9,,
124839,396,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/23/09,12:25,9,9,FALSE,FALSE,,,TStripling,72.4,62.4,1,0,0,0.06,2,3,,2,2,,,,Good,Good,9.19,Good,161,U,9020698,2/24/09 0:00,14:00,E84167,U,9020698,2/24/09 0:00,14:00,9,9,,
125165,397,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/4/09,12:00,10,9,FALSE,FALSE,,,TStripling,67.4,61.4,1,0,0.13,0.13,2,2,,2,2,,,,Good,Good,9.39,Good,161,,9030102,3/4/09 0:00,13:30,E84167,U,9030102,3/4/09 0:00,13:30,9,9,,
125307,398,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/9/09,12:15,9,9,FALSE,FALSE,,,TStripling,77.1,66.1,1,0,0,0,2,3,,1,3,,,,Good,Good,9.39,Good,161,U,9030288,3/9/09 0:00,13:20,E84167,U,9030288,3/9/09 0:00,13:20,9,9,,
125620,399,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/16/09,11:50,9,9,FALSE,FALSE,,,TStripling,74.9,71.8,1,0,0,0,2,2,,1,2,,,,Good,Good,9.19,Good,161,U,9030488,3/16/09 0:00,13:20,E84167,U,9030488,3/16/09 0:00,13:20,9,9,,
125862,400,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/23/09,12:05,9,10,FALSE,FALSE,,,TStripling,66.5,66.4,2,0,0,0.08,1,2,,1,2,,,,Good,Good,9.19,Good,161,U,9030670,3/23/09 0:00,13:30,E84167,,9030670,3/23/09 0:00,13:30,9,9,,
126267,401,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/30/09,12:35,9,9,FALSE,FALSE,,,TStripling,71.2,70.5,1,0.6,0.6,0.6,2,1,,2,2,,,,Good,Good,9.19,Good,161,U,9030848,3/30/09 0:00,14:20,E84167,U,9030848,3/30/09 0:00,14:20,9,9,,
126493,402,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/6/09,12:45,9,9,FALSE,FALSE,,,TStripling,77.3,76.1,1,0,0.38,0.38,2,1,,1,1,,,,Good,Good,9,Good,161,U,9040181,4/6/09 0:00,14:20,E84167,U,9040181,4/6/09 0:00,14:20,9,9,,
126823,403,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/13/09,13:25,9,10,FALSE,FALSE,,,TStripling,83.1,75.4,1,0,0,0,2,1,,1,2,,,,Good,Good,9,Good,161,U,9040395,4/13/09 0:00,14:50,E84167,,9040395,4/13/09 0:00,14:50,9,9,,
127176,404,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/20/09,12:15,9,9,FALSE,FALSE,,,TStripling,75.4,74.4,2,0,0,1.12,2,2,,1,2,,,,Good,Good,9,Good,161,U,9040611,4/20/09 0:00,13:30,E84167,U,9040611,4/20/09 0:00,13:30,9,9,,
127502,405,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/27/09,12:05,10,9,FALSE,FALSE,,,TStripling,84.9,74.8,1,0,0,0,2,2,,1,2,,,,Good,Good,9.19,Good,161,,9040856,4/27/09 0:00,13:30,E84167,U,9040856,4/27/09 0:00,13:30,9,9,,
127705,406,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/4/09,11:40,9,9,FALSE,FALSE,,,TStripling,82.3,78.8,1,0,0,0,2,1,,1,1,,,,Good,Good,9.19,Good,161,U,9050070,5/4/09 0:00,12:30,E84167,U,9050070,5/4/09 0:00,12:30,9,9,,
128081,407,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/11/09,11:20,9,9,FALSE,FALSE,,,TStripling,83.6,82.1,1,0,0,0,2,2,,2,2,,,,Good,Good,9.19,Good,161,U,9050324,5/11/09 0:00,13:00,E84167,U,9050324,5/11/09 0:00,13:00,9,9,,
128579,408,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/18/09,13:00,9,9,FALSE,FALSE,,,TStripling,69.1,80.2,3,0.3,2.16,3.22,1,2,,2,2,,,,Good,Good,9.19,Good,161,U,9050555,5/18/09 0:00,13:45,E84167,U,9050555,5/18/09 0:00,13:45,9,9,,
128876,409,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/26/09,11:25,9,70,FALSE,FALSE,,,TStripling,85.6,83,1,0,0.52,1.72,2,1,,1,2,,,,Good,Good,9.19,Good,161,U,9050773,5/26/09 0:00,12:30,E84167,,9050773,5/26/09 0:00,12:30,9,9,,
129104,410,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/2/09,11:30,9,10,FALSE,FALSE,,,TStripling,84.8,84.4,1,0,0,0.37,1,2,,1,2,,,,Good,Good,9,Good,161,U,9060038,6/2/09 0:00,13:00,E84167,,9060038,6/2/09 0:00,13:00,9,9,,
129264,411,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/8/09,12:00,9,10,FALSE,FALSE,,,TStripling,81.3,82.4,2,0.2,0.45,1.92,3,1,,1,2,,,,Good,Good,9,Good,161,U,9060215,6/8/09 0:00,12:55,E84167,,9060215,6/8/09 0:00,12:55,9,9,,
129599,412,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/15/09,11:25,9,9,FALSE,FALSE,,,TStripling,86.9,85.4,1,0,0,0.02,1,2,,2,2,,,,Good,Good,9,Good,161,U,9060396,6/15/09 0:00,13:30,E84167,U,9060396,6/15/09 0:00,13:30,9,9,,
130100,413,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/22/09,11:55,9,10,FALSE,FALSE,,,TStripling,90.2,86.2,1,0,0,1.15,3,1,,2,1,,,,Good,Good,9,Good,161,U,9060589,6/22/09 0:00,13:00,E84167,,9060589,6/22/09 0:00,13:00,9,9,,
130417,414,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/29/09,11:50,9,9,FALSE,FALSE,,,TStripling,83.3,86.1,2,0.01,0.25,0.86,1,3,,1,2,,,,Good,Good,9,Good,161,U,9060775,6/29/09 0:00,13:25,E84167,U,9060775,6/29/09 0:00,13:25,9,9,,
130613,415,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/6/09,11:40,9,10,FALSE,FALSE,,,TStripling,88.6,86.3,1,0,0,4.1,2,1,,1,2,,,,Good,Good,9,Good,161,U,9070157,7/6/09 0:00,13:25,E84167,,9070157,7/6/09 0:00,13:25,9,9,,
130858,416,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/13/09,11:35,9,9,FALSE,FALSE,,,TStripling,86.6,86.7,1,0,0.28,2.13,1,3,,2,2,,,,Good,Good,9,Good,161,U,9070414,7/13/09 0:00,12:35,E84167,U,9070414,7/13/09 0:00,12:35,9,9,,
131352,417,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/20/09,12:30,9,9,FALSE,FALSE,,,TStripling,84.7,86.9,1,0.73,0.79,1.5,1,1,,2,2,,,,Good,Good,9,Good,161,U,9070690,7/20/09 0:00,13:30,E84167,U,9070690,7/20/09 0:00,13:30,,,,
131648,418,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/27/09,11:35,10,9,FALSE,FALSE,,,TStripling,87.3,87.5,2,0.05,0.28,2.03,1,3,,1,2,,,,Good,Good,9.19,Good,161,,9070909,7/27/09 0:00,13:20,E84167,U,9070909,7/27/09 0:00,13:20,,,,
131766,419,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/3/09,11:30,9,9,FALSE,FALSE,,,TStripling,91.2,89.1,1,0,0.07,2.12,3,1,,1,2,,,,Good,Good,9.19,Good,161,U,9080028,8/3/09 0:00,13:30,E84167,U,9080028,8/3/09 0:00,13:30,,,,
132096,420,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/10/09,11:40,9,9,FALSE,FALSE,,,TStripling,89.9,88.3,1,0,0.02,2.14,3,3,,1,2,,,,Good,Good,9.19,Good,161,U,S9080148,8/10/09 0:00,16:05,E85086,U,S9080148,8/10/09 0:00,16:05,,,,
132617,421,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/17/09,11:15,9,30,FALSE,FALSE,,,TStripling,85.2,85.3,3,0.76,0.91,1.71,3,3,,3,2,,,,Good,Good,9.19,Good,161,U,9080501,8/17/09 0:00,13:45,E84167,,9080501,8/17/09 0:00,13:45,,,,
132724,422,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/24/09,11:40,9,9,FALSE,FALSE,,,TStripling,89.2,87,3,0,0.58,1.24,3,3,,2,2,,,,Good,Good,9.19,Good,161,U,9080720,8/24/09 0:00,13:00,E84167,U,9080720,8/24/09 0:00,13:00,,,,
133187,423,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/31/09,12:05,9,9,FALSE,FALSE,,,TStripling,88.2,88.6,3,0,0.9,3.38,3,3,,3,3,,,,Good,Good,9,Good,161,U,9080953,8/31/09 0:00,13:30,E84167,U,9080953,8/31/09 0:00,13:30,,,,
133358,424,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/8/09,11:50,10,9,FALSE,FALSE,,,TStripling,92.7,86.9,3,0,0,0.17,2,3,,2,3,,,,Good,Good,9.19,Good,161,,9090241,9/8/09 0:00,13:10,E84167,U,9090241,9/8/09 0:00,13:10,,,,
133847,425,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/14/09,11:55,20,9,FALSE,FALSE,,,TStripling,87.9,86.7,1,0.16,6.63,6.63,3,3,,3,2,,,,Good,Good,10.78,Good,161,,9090409,9/14/09 0:00,14:20,E84167,U,9090409,9/14/09 0:00,14:20,,,,
134168,426,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/21/09,15:15,9,9,FALSE,FALSE,,,Brett Peterson,85,89,1,0.01,1.15,2.21,1,1,,2,3,,,,Good,Good,10.78,Good,161,U,9090665,9/21/09 0:00,15:50,E84167,U,9090665,9/21/09 0:00,15:50,,,,
134253,427,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/28/09,11:50,9,9,FALSE,FALSE,,,TStripling,88.4,86.7,1,0.08,0.96,2.04,1,2,,2,2,,,,Good,Good,10.78,Good,161,U,9090891,9/28/09 0:00,14:30,E84167,U,9090891,9/28/09 0:00,14:30,,,,
134594,428,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/5/09,12:30,9,30,FALSE,FALSE,,,TStripling,86.4,84.6,1,0,0.03,0.03,2,2,,1,2,,,,Good,Good,10.78,Good,161,U,9100130,10/5/09 0:00,13:50,E84167,,9100130,10/5/09 0:00,13:50,,,,
134952,429,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/12/09,11:45,9,10,FALSE,FALSE,,,TStripling,87.6,84.7,1,0,0,0,1,2,,1,2,,,,Good,Good,10.56,Good,161,U,9100412,10/12/09 0:00,13:40,E84167,,9100412,10/12/09 0:00,13:40,,,,
135274,430,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/19/09,13:35,9,9,FALSE,FALSE,,,TStripling,72.4,72.8,1,0,0.16,0.16,2,3,,2,2,,,,Good,Good,9,Good,161,U,9100644,10/19/09 0:00,14:30,E84167,U,9100644,10/19/09 0:00,14:30,,,,
135555,431,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/26/09,13:00,9,9,FALSE,FALSE,,,TStripling,81.3,76.6,1,0,0,0,1,2,,2,2,,,,Good,Good,9,Good,161,U,9100867,10/26/09 0:00,15:50,E84167,U,9100867,10/26/09 0:00,15:50,,,,
135981,432,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/3/09,11:05,9,9,FALSE,FALSE,,,TStripling,75.4,77.6,1,0,0,0.32,2,3,,2,2,,,,Good,Good,9,Good,161,U,9110049,11/3/09 0:00,12:55,E84167,U,9110049,11/3/09 0:00,12:55,,,,
136166,433,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/9/09,12:35,9,9,FALSE,FALSE,,,TStripling,78.2,73.5,2,0,0,0,1,2,,1,2,,,,Good,Good,9,Good,161,U,9110296,11/9/09 0:00,13:45,E84167,U,9110296,11/9/09 0:00,13:45,,,,
136597,434,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/16/09,15:00,9,9,FALSE,FALSE,,,Brett D. Peterson,69,71.2,1,0,0,0.06,1,2,,2,2,,,,Good,Good,9,Good,161,U,9110497,11/16/09 0:00,15:15,E84167,U,9110497,11/16/09 0:00,15:15,,,,
136793,435,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/23/09,12:00,10,9,FALSE,FALSE,,,TStripling,78.9,73.4,1,0,0,0,1,3,,2,2,,,,Good,Good,9.19,Good,161,,9100706,11/23/09 0:00,13:40,E84167,U,9100706,11/23/09 0:00,13:40,,,,
137294,436,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/30/09,15:30,9,9,FALSE,FALSE,,,Brett D. Peterson,72,68,1,0,0,0.4,2,2,,3,3,,,,Good,Good,9.19,Good,161,U,9110875,11/30/09 0:00,16:25,E84167,U,9110875,11/30/09 0:00,16:25,,,,
137447,437,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/7/09,15:15,9,9,FALSE,FALSE,,,Brett D. Peterson,72,67,2,0,1.69,2.41,3,3,,1,2,,,,Good,Good,9.19,Good,161,U,9120231,12/7/09 0:00,16:45,E84167,U,9120231,12/7/09 0:00,16:45,,,,
137820,438,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/15/09,13:10,9,9,FALSE,FALSE,,,TStripling,74.8,70,1,0,0,0.02,2,2,,2,3,,,,Good      ,Good      ,9.19,Good      ,161,U,9120441,12/15/09 0:00,14:30,E84167,U,9120441,12/15/09 0:00,14:30,9,9,,
138174,439,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/22/09,13:30,9,9,FALSE,FALSE,,,TStripling,63.1,61.7,1,0,0,0.18,2,3,,2,3,,,,Good      ,Good      ,9.19,Good      ,161,U,9120667,12/22/09 0:00,14:25,E84167,U,9120667,12/22/09 0:00,14:25,9,9,,
138278,440,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/28/09,13:50,9,9,FALSE,FALSE,,,TStripling,58.2,62.2,1,0,0.01,0.01,2,2,,2,1,,,,Good      ,Good      ,9,Good      ,161,U,9120802,12/28/09 0:00,14:30,E84167,U,9120802,12/28/09 0:00,14:30,9,9,,
138624,441,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/4/10,14:45,9,9,FALSE,FALSE,,,TStripling,48.2,55.3,1,0,1.01,1.01,2,3,,2,2,,,,Good,Good,9,Good,161,U,10010058,1/4/10,16:30,E84167,U,10010058,1/4/10,16:30,9,9,,
139114,442,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/12/10,14:20,9,9,FALSE,FALSE,,,TStripling,56.4,51.1,1,0,0.2,0.22,2,3,,2,2,,,,Good,Good,9,Good,161,U,10010403,1/12/10,15:40,E84167,U,10010403,1/12/10,15:40,9,9,,
139418,443,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/19/10,14:10,9,9,FALSE,FALSE,,,TStripling,59.7,56.1,1,0,1.12,1.12,2,3,,2,3,,,,Good,Good,9,Good,161,U,10010606,1/19/10,15:30,E84167,U,10010606,1/19/10,15:30,9,9,,
139668,444,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/25/10,12:00,10,9,FALSE,FALSE,,,TStripling,62.4,61.3,1,0.71,0.74,0.74,2,2,,2,1,,,,Good,Good,9.19,Good,161,,10010752,1/25/10,13:30,E84167,U,10010752,1/25/10,13:30,9,9,,
140014,445,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/2/10,13:45,9,9,FALSE,FALSE,,,TStripling,63.2,60.5,2,0.16,0.17,0.17,2,2,,2,3,,,,Good,Good,9.19,Good,161,U,10020056,2/2/10,15:15,E84167,U,10020056,2/2/10,15:15,9,9,,
140152,446,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/8/10,13:10,9,9,FALSE,FALSE,,,TStripling,58.4,59,1,0,0.81,1,2,2,,2,3,,,,Good,Good,9.19,Good,161,U,10020282,2/8/10,14:25,E84167,U,10020282,2/8/10,14:25,9,9,,
140448,447,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/15/10,12:50,9,9,FALSE,FALSE,,,TStripling,55.6,55.8,1,0,0.43,0.54,2,3,,1,2,,,,Good,Good,9.19,Good,161,U,10020494,2/15/10,14:00,E84167,U,10020494,2/15/10,14:00,9,9,,
140862,448,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/22/10,12:00,9,9,FALSE,FALSE,,,TStripling,63.9,58.8,1,0,0,0,2,2,,1,2,,,,Good,Good,9.19,Good,161,U,10020752,2/22/10,13:20,E84167,U,10020752,2/22/10,13:20,9,9,,
141047,449,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/1/10,14:50,9,9,FALSE,FALSE,,,TStripling,58.9,58.2,1,0,0.49,0.49,1,2,,2,2,,,,Good,Good,9,Good,161,U,10030024,3/1/10,15:45,E84167,U,10030024,3/1/10,15:45,9,9,,
141419,450,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/8/10,12:20,9,9,FALSE,FALSE,,,TStripling,62.5,57.2,1,0,0,0.09,2,2,,2,2,,,,Good,Good,9,Good,161,U,10030250,3/8/10,14:00,E84167,U,10030250,3/8/10,14:00,9,9,,
141764,451,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/15/10,13:20,9,9,FALSE,FALSE,,,TStripling,65.2,62.5,1,0,2.4,2.41,2,2,,2,2,,,,Good,Good,9,Good,161,U,10030494,3/15/10,14:45,E84167,U,10030494,3/15/10,14:45,9,9,,
142077,452,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/23/10,13:25,10,9,FALSE,FALSE,,,TStripling,62.9,62.6,1,0,0.48,0.51,2,2,,2,1,,,,Good,Good,9.19,Good,161,,10030739,3/23/10,15:25,E84167,U,10030739,3/23/10,15:25,9,9,,
142430,453,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/30/10,12:50,9,9,FALSE,FALSE,,,TStripling,63.2,64.4,1,0,0.69,1.15,2,1,,2,1,,,,Good,Good,9.19,Good,161,U,10030950,3/30/10,14:00,E84167,U,10030950,3/30/10,14:00,9,9,,
142734,454,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/5/10,12:25,10,10,FALSE,FALSE,,,TStripling,74.5,69.4,1,0,0,0.43,2,2,,1,3,,,,Good,Good,9.19,Good,161,U,10040122,4/5/10,14:30,E84167,U,10040122,4/5/10,14:30,10,10,,
142977,455,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/12/10,12:20,10,10,FALSE,FALSE,,,TStripling,76.5,71,1,0.03,0.04,0.04,2,2,,2,3,,,,Good,Good,9.19,Good,161,U,10040401,4/12/10,13:45,E84167,U,10040401,4/12/10,13:45,10,10,,
143298,456,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/19/10,12:40,10,30,FALSE,FALSE,,,TStripling,78.1,72.3,1,0.09,0.14,0.14,2,2,,2,3,,,,Good,Good,9.19,Good,161,U,10040715,4/19/10,14:20,E84167,,10040715,4/19/10,14:20,10,10,,
